# TEST CONFIGURATION BEGIN
# FileStream(filename='HTTP.csv', target_idx=-1, n_targets=1, cat_features=None)
# [iForestASD] IsolationForestStream(anomaly_threshold=0.5, drift_threshold=0.39, n_estimators=15, random_state=None, window_size=50)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=10000, max_time=inf, metrics=['accuracy', 'f1', 'precision', 'recall', 'true_vs_predicted', 'kappa', 'kappa_m', 'running_time', 'model_size'], n_wait=10000, output_file='results/HTTP_2024-04-02 ' '13:58:16.160108/result_for_WS50_NE15.csv', pretrain_size=1, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[iForestASD],current_acc_[iForestASD],mean_f1_[iForestASD],current_f1_[iForestASD],mean_precision_[iForestASD],current_precision_[iForestASD],mean_recall_[iForestASD],current_recall_[iForestASD],true_value,predicted_value_[iForestASD],mean_kappa_[iForestASD],current_kappa_[iForestASD],mean_kappa_m_[iForestASD],current_kappa_m_[iForestASD],training_time_[iForestASD],testing_time_[iForestASD],total_running_time_[iForestASD],model_size_[iForestASD]
9999,0.729173,0.729173,0.374835,0.374835,0.333333,0.333333,0.243058,0.243058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.149284,57.271107,58.420390,92.629883
